frame_number grid_index player_position_x_meters player_position_y_meters
2906 7253 4 3.6
2906 7395 4.2 0
2906 7403 4.2 1.6
2907 6925 3.6 2
2907 7069 3.8 -1.2
2907 7251 4 3.2
2907 7396 4.2 0.2
2907 7403 4.2 1.6
2910 6763 3.4 1.6
2910 7086 3.8 2.2
2910 7251 4 3.2
2910 7398 4.2 0.6
2910 7723 4.6 1.6
2912 7086 3.8 2.2
2912 7252 4 3.4
2912 7398 4.2 0.6
2912 7724 4.6 1.8
2914 6765 3.4 2
2914 7086 3.8 2.2
2914 7239 4 0.8
2914 7411 4.2 3.2
2914 7724 4.6 1.8
2915 6765 3.4 2
2915 7236 4 0.2
2915 7405 4.2 2
2915 7412 4.2 3.4
2915 7721 4.6 1.2
2918 7239 4 0.8
2918 7406 4.2 2.2
2918 7571 4.4 3.2
2921 6766 3.4 2.2
2921 7249 4 2.8
2921 7401 4.2 1.2
2921 7406 4.2 2.2
2921 7573 4.4 3.6
2923 6768 3.4 2.6
2923 7401 4.2 1.2
2923 7414 4.2 3.8
2923 7567 4.4 2.4
2923 8207 5.2 2.4
2925 6768 3.4 2.6
2925 7404 4.2 1.8
2925 7406 4.2 2.2
2925 7414 4.2 3.8
2925 7721 4.6 1.2
2925 7887 4.8 2.4
2927 6768 3.4 2.6
2927 7406 4.2 2.2
2927 7411 4.2 3.2
2927 7569 4.4 2.8
2927 7575 4.4 4
2927 7723 4.6 1.6
2927 8208 5.2 2.6
2929 7404 4.2 1.8
2929 7411 4.2 3.2
2929 7416 4.2 4.2
2929 7888 4.8 2.6
2930 6930 3.6 3
2930 7404 4.2 1.8
2930 7569 4.4 2.8
2930 7734 4.6 3.8
2933 6930 3.6 3
2933 7093 3.8 3.6
2933 7563 4.4 1.6
2933 7577 4.4 4.4
2933 7730 4.6 3
2934 6930 3.6 3
2934 7563 4.4 1.6
2934 7570 4.4 3
2934 7579 4.4 4.8
2934 7734 4.6 3.8
2935 6930 3.6 3
2935 7563 4.4 1.6
2935 7570 4.4 3
2935 7579 4.4 4.8
2935 8051 5 3.2
2937 6931 3.6 3.2
2937 7563 4.4 1.6
2937 7570 4.4 3
2937 7580 4.4 5
2937 8051 5 3.2
2940 6931 3.6 3.2
2940 7417 4.2 4.4
2940 7563 4.4 1.6
2940 7571 4.4 3.2
2940 7582 4.4 5.4
2940 7734 4.6 3.8
2941 6931 3.6 3.2
2941 7417 4.2 4.4
2941 7564 4.4 1.8
2941 7571 4.4 3.2
2941 7582 4.4 5.4
2941 7734 4.6 3.8
2944 1349 -3.4 6.8
2944 6933 3.6 3.6
2944 7418 4.2 4.6
2944 7568 4.4 2.6
2944 7583 4.4 5.6
2944 7733 4.6 3.6
2947 6933 3.6 3.6
2947 7255 4 4
2947 7419 4.2 4.8
2947 7564 4.4 1.8
2947 7574 4.4 3.8
2947 7583 4.4 5.6
2947 8214 5.2 3.8
2948 7093 3.8 3.6
2948 7419 4.2 4.8
2948 7564 4.4 1.8
2948 7583 4.4 5.6
2948 7734 4.6 3.8
2948 8214 5.2 3.8
2949 7093 3.8 3.6
2949 7564 4.4 1.8
2949 7580 4.4 5
2949 7584 4.4 5.8
2949 7730 4.6 3
2949 7733 4.6 3.6
2952 7095 3.8 4
2952 7567 4.4 2.4
2952 7580 4.4 5
2952 7584 4.4 5.8
2952 7730 4.6 3
2952 7734 4.6 3.8
2952 7897 4.8 4.4
2955 7416 4.2 4.2
2955 7418 4.2 4.6
2955 7734 4.6 3.8
2955 7745 4.6 6
2955 8377 5.4 4.4
2956 7411 4.2 3.2
2956 7577 4.4 4.4
2956 7734 4.6 3.8
2956 7745 4.6 6
2956 8377 5.4 4.4
2957 1504 -3.2 5.8
2957 7256 4 4.2
2957 7577 4.4 4.4
2957 7581 4.4 5.2
2957 7734 4.6 3.8
2957 7745 4.6 6
2957 7897 4.8 4.4
2959 7098 3.8 4.6
2959 7256 4 4.2
2959 7567 4.4 2.4
2959 7578 4.4 4.6
2959 7581 4.4 5.2
2959 7733 4.6 3.6
2959 7745 4.6 6
2959 8218 5.2 4.6
2960 7098 3.8 4.6
2960 7256 4 4.2
2960 7418 4.2 4.6
2960 7568 4.4 2.6
2960 7580 4.4 5
2960 7733 4.6 3.6
2960 7745 4.6 6
2960 7896 4.8 4.2
2960 8379 5.4 4.8
2961 7098 3.8 4.6
2961 7569 4.4 2.8
2961 7577 4.4 4.4
2961 7747 4.6 6.4
2961 8379 5.4 4.8
2962 7098 3.8 4.6
2962 7569 4.4 2.8
2962 7577 4.4 4.4
2962 7739 4.6 4.8
2962 7747 4.6 6.4
2962 7896 4.8 4.2
2962 8379 5.4 4.8
2965 7098 3.8 4.6
2965 7569 4.4 2.8
2965 7734 4.6 3.8
2965 7740 4.6 5
2965 7747 4.6 6.4
2966 7098 3.8 4.6
2966 7569 4.4 2.8
2966 7581 4.4 5.2
2966 7734 4.6 3.8
2966 7747 4.6 6.4
2968 7261 4 5.2
2968 7571 4.4 3.2
2968 7740 4.6 5
2968 7747 4.6 6.4
2968 8541 5.6 5.2
2969 7100 3.8 5
2969 7571 4.4 3.2
2969 7578 4.4 4.6
2969 7740 4.6 5
2969 7906 4.8 6.2
2971 7100 3.8 5
2971 7571 4.4 3.2
2971 7740 4.6 5
2971 7744 4.6 5.8
2971 7748 4.6 6.6
2971 8061 5 5.2
2974 7261 4 5.2
2974 7574 4.4 3.8
2974 7740 4.6 5
2974 7742 4.6 5.4
2974 7750 4.6 7
2974 7905 4.8 6
2974 8061 5 5.2
2974 8543 5.6 5.6
2975 7261 4 5.2
2975 7574 4.4 3.8
2975 7742 4.6 5.4
2975 7744 4.6 5.8
2975 7750 4.6 7
2976 7261 4 5.2
2976 7576 4.4 4.2
2976 7742 4.6 5.4
2976 7750 4.6 7
2976 7905 4.8 6
2976 8384 5.4 5.8
2978 7261 4 5.2
2978 7575 4.4 4
2978 7742 4.6 5.4
2978 7744 4.6 5.8
2978 7751 4.6 7.2
2978 7906 4.8 6.2
2978 8061 5 5.2
2981 7102 3.8 5.4
2981 7424 4.2 5.8
2981 7577 4.4 4.4
2981 7742 4.6 5.4
2981 7751 4.6 7.2
2981 7906 4.8 6.2
2984 7424 4.2 5.8
2984 7577 4.4 4.4
2984 7745 4.6 6
2984 7749 4.6 6.8
2984 7912 4.8 7.4
2984 8225 5.2 6
2985 7424 4.2 5.8
2985 7577 4.4 4.4
2985 7749 4.6 6.8
2985 7905 4.8 6
2985 7912 4.8 7.4
2988 7266 4 6.2
2988 7424 4.2 5.8
2988 7587 4.4 6.4
2988 7739 4.6 4.8
2988 7750 4.6 7
2988 7905 4.8 6
2988 7914 4.8 7.8
2990 7105 3.8 6
2990 7587 4.4 6.4
2990 7739 4.6 4.8
2990 7905 4.8 6
2990 7914 4.8 7.8
2990 8388 5.4 6.6
2991 7266 4 6.2
2991 7586 4.4 6.2
2991 7749 4.6 6.8
2991 7898 4.8 4.6
2991 7905 4.8 6
2991 7914 4.8 7.8
2991 8388 5.4 6.6
2993 7268 4 6.6
2993 7900 4.8 5
2993 7906 4.8 6.2
2993 7915 4.8 8
2993 8389 5.4 6.8
2995 7266 4 6.2
2995 7428 4.2 6.6
2995 7749 4.6 6.8
2995 7900 4.8 5
2995 7906 4.8 6.2
2995 7913 4.8 7.6
2995 7916 4.8 8.2
2995 8223 5.2 5.6
2997 7266 4 6.2
2997 7429 4.2 6.8
2997 7749 4.6 6.8
2997 7900 4.8 5
2997 7906 4.8 6.2
2997 7917 4.8 8.4
2997 8069 5 6.8
2997 8390 5.4 7
2998 7267 4 6.4
2998 7749 4.6 6.8
2998 7900 4.8 5
2998 7917 4.8 8.4
2998 8225 5.2 6
2998 8390 5.4 7
3000 7267 4 6.4
3000 7430 4.2 7
3000 7901 4.8 5.2
3000 7917 4.8 8.4
3000 8391 5.4 7.2
3000 8544 5.6 5.8
3002 7430 4.2 7
3002 7750 4.6 7
3002 7901 4.8 5.2
3002 7906 4.8 6.2
3002 7912 4.8 7.4
3002 7917 4.8 8.4
3002 8069 5 6.8
3002 8391 5.4 7.2
3003 7430 4.2 7
3003 7748 4.6 6.6
3003 7753 4.6 7.6
3003 7903 4.8 5.6
3003 7917 4.8 8.4
3003 8069 5 6.8
3003 8385 5.4 6
3003 8391 5.4 7.2
3004 7270 4 7
3004 7753 4.6 7.6
3004 7903 4.8 5.6
3004 7917 4.8 8.4
3004 8069 5 6.8
3004 8392 5.4 7.4
3007 7270 4 7
3007 7905 4.8 6
3007 7919 4.8 8.8
3007 8069 5 6.8
3007 8554 5.6 7.8
3008 7270 4 7
3008 7592 4.4 7.4
3008 7905 4.8 6
3008 7914 4.8 7.8
3008 7918 4.8 8.6
3008 8069 5 6.8
3008 8233 5.2 7.6
3008 8554 5.6 7.8
3009 7592 4.4 7.4
3009 7905 4.8 6
3009 7919 4.8 8.8
3009 8069 5 6.8
3009 8075 5 8
3009 8554 5.6 7.8
3011 7593 4.4 7.6
3011 7750 4.6 7
3011 7905 4.8 6
3011 7919 4.8 8.8
3011 8075 5 8
3011 8715 5.8 8
3012 7593 4.4 7.6
3012 7905 4.8 6
3012 7921 4.8 9.2
3012 8069 5 6.8
3012 8076 5 8.2
3012 8715 5.8 8
3016 7272 4 7.4
3016 7755 4.6 8
3016 7905 4.8 6
3016 7923 4.8 9.6
3016 8070 5 7
3016 8078 5 8.6
3018 7272 4 7.4
3018 7755 4.6 8
3018 7905 4.8 6
3018 7924 4.8 9.8
3018 8070 5 7
3018 8073 5 7.6
3018 8718 5.8 8.6
3019 7434 4.2 7.8
3019 7757 4.6 8.4
3019 7905 4.8 6
3019 7923 4.8 9.6
3019 8070 5 7
3019 8073 5 7.6
3019 8076 5 8.2
3019 8718 5.8 8.6
3020 7435 4.2 8
3020 7906 4.8 6.2
3020 7923 4.8 9.6
3020 8073 5 7.6
3020 8078 5 8.6
3020 8718 5.8 8.6
3022 7435 4.2 8
3022 8074 5 7.8
3022 8078 5 8.6
3022 8614 5.6 19.8
3024 7435 4.2 8
3024 7908 4.8 6.6
3024 7926 4.8 10.2
3024 8078 5 8.6
3024 8614 5.6 19.8
3024 8719 5.8 8.8
3025 7435 4.2 8
3025 7759 4.6 8.8
3025 7925 4.8 10
3025 8076 5 8.2
3025 8559 5.6 8.8
3025 8614 5.6 19.8
3026 7435 4.2 8
3026 7908 4.8 6.6
3026 7926 4.8 10.2
3026 8075 5 8
3026 8078 5 8.6
3026 8082 5 9.4
3026 8720 5.8 9
3029 1342 -3.4 5.4
3029 1350 -3.4 7
3029 7597 4.4 8.4
3029 8073 5 7.6
3029 8083 5 9.6
3029 8240 5.2 9
3029 8614 5.6 19.8
3031 1499 -3.2 4.8
3031 1505 -3.2 6
3031 1510 -3.2 7
3031 1673 -3 7.6
3031 7918 4.8 8.6
3031 7920 4.8 9
3031 8613 5.6 19.6
3032 1342 -3.4 5.4
3032 1344 -3.4 5.8
3032 1657 -3 4.4
3032 1661 -3 5.2
3032 1667 -3 6.4
3032 1830 -2.8 7
3032 1835 -2.8 8
3032 7920 4.8 9
3032 8240 5.2 9
3034 1342 -3.4 5.4
3034 1344 -3.4 5.8
3034 1506 -3.2 6.2
3034 1668 -3 6.6
3034 1823 -2.8 5.6
3034 1825 -2.8 6
3034 1830 -2.8 7
3034 1972 -2.6 3.4
3034 1979 -2.6 4.8
3034 7919 4.8 8.8
3036 1342 -3.4 5.4
3036 1344 -3.4 5.8
3036 1499 -3.2 4.8
3036 1506 -3.2 6.2
3036 1664 -3 5.8
3036 1668 -3 6.6
3036 1830 -2.8 7
3036 1976 -2.6 4.2
3036 4447 0.4 18.4
3036 7920 4.8 9
3036 8076 5 8.2
3038 1499 -3.2 4.8
3038 1505 -3.2 6
3038 1509 -3.2 6.8
3038 7755 4.6 8
3038 7920 4.8 9
3040 7601 4.4 9.2
3040 7764 4.6 9.8
3040 7912 4.8 7.4
3040 7927 4.8 10.4
3040 7931 4.8 11.2
3040 8078 5 8.6
3040 8083 5 9.6
3040 8724 5.8 9.8
3042 7602 4.4 9.4
3042 7912 4.8 7.4
3042 7921 4.8 9.2
3042 7928 4.8 10.6
3042 7932 4.8 11.4
3042 8078 5 8.6
3042 8083 5 9.6
3042 8725 5.8 10
3043 7119 3.8 8.8
3043 7602 4.4 9.4
3043 7912 4.8 7.4
3043 8078 5 8.6
3043 8091 5 11.2
3043 8245 5.2 10
3043 8725 5.8 10
3045 7602 4.4 9.4
3045 7755 4.6 8
3045 8083 5 9.6
3045 8092 5 11.4
3045 8566 5.6 10.2
3046 7602 4.4 9.4
3046 7764 4.6 9.8
3046 7912 4.8 7.4
3046 7921 4.8 9.2
3046 8078 5 8.6
3046 8083 5 9.6
3046 8092 5 11.4
3046 8887 6 10.4
3048 7281 4 9.2
3048 7764 4.6 9.8
3048 7921 4.8 9.2
3048 7928 4.8 10.6
3048 8075 5 8
3048 8083 5 9.6
3048 8092 5 11.4
3048 8887 6 10.4
3050 7282 4 9.4
3050 7765 4.6 10
3050 7913 4.8 7.6
3050 7928 4.8 10.6
3050 8083 5 9.6
3050 8092 5 11.4
3050 8567 5.6 10.4
3051 7282 4 9.4
3051 7765 4.6 10
3051 7913 4.8 7.6
3051 8076 5 8.2
3051 8083 5 9.6
3051 8092 5 11.4
3051 8245 5.2 10
3051 8889 6 10.8
3054 7282 4 9.4
3054 7765 4.6 10
3054 7927 4.8 10.4
3054 8075 5 8
3054 8078 5 8.6
3054 8083 5 9.6
3054 8094 5 11.8
3054 8889 6 10.8
3055 7282 4 9.4
3055 7765 4.6 10
3055 7915 4.8 8
3055 8094 5 11.8
3055 8242 5.2 9.4
3055 8729 5.8 10.8
3057 7603 4.4 9.6
3057 7928 4.8 10.6
3057 8076 5 8.2
3057 8095 5 12
3057 8245 5.2 10
3057 8890 6 11
3058 7283 4 9.6
3058 7931 4.8 11.2
3058 8076 5 8.2
3058 8095 5 12
3058 8245 5.2 10
3058 8890 6 11
3061 7444 4.2 9.8
3061 7927 4.8 10.4
3061 8078 5 8.6
3061 8091 5 11.2
3061 8563 5.6 9.6
3061 8731 5.8 11.2
3064 7446 4.2 10.2
3064 7928 4.8 10.6
3064 8078 5 8.6
3064 8090 5 11
3064 8242 5.2 9.4
3064 8254 5.2 11.8
3064 8405 5.4 10
3064 8408 5.4 10.6
3065 7447 4.2 10.4
3065 7928 4.8 10.6
3065 8078 5 8.6
3065 8090 5 11
3065 8242 5.2 9.4
3065 8248 5.2 10.6
3065 8254 5.2 11.8
3065 8406 5.4 10.2
3065 8570 5.6 11
3066 7446 4.2 10.2
3066 7928 4.8 10.6
3066 7931 4.8 11.2
3066 8079 5 8.8
3066 8256 5.2 12.2
3066 8406 5.4 10.2
3066 8408 5.4 10.6
3066 8571 5.6 11.2
3069 7446 4.2 10.2
3069 8091 5 11.2
3069 8240 5.2 9
3069 8258 5.2 12.6
3069 8408 5.4 10.6
3069 8893 6 11.6
3071 7446 4.2 10.2
3071 8091 5 11.2
3071 8240 5.2 9
3071 8258 5.2 12.6
3071 8408 5.4 10.6
3071 8733 5.8 11.6
3073 7610 4.4 11
3073 8091 5 11.2
3073 8240 5.2 9
3073 8245 5.2 10
3073 8419 5.4 12.8
3073 8571 5.6 11.2
3075 7610 4.4 11
3075 7931 4.8 11.2
3075 8096 5 12.2
3075 8240 5.2 9
3075 8245 5.2 10
3075 8419 5.4 12.8
3075 8895 6 12
3076 7452 4.2 11.4
3076 8092 5 11.4
3076 8240 5.2 9
3076 8245 5.2 10
3076 8420 5.4 13
3076 8889 6 10.8
3076 8895 6 12
3078 7612 4.4 11.4
3078 8241 5.2 9.2
3078 8245 5.2 10
3078 8254 5.2 11.8
3078 8420 5.4 13
3078 8889 6 10.8
3078 8895 6 12
3081 7610 4.4 11
3081 7773 4.6 11.6
3081 8242 5.2 9.4
3081 8245 5.2 10
3081 8252 5.2 11.4
3081 8254 5.2 11.8
3081 8421 5.4 13.2
3081 8890 6 11
3082 7610 4.4 11
3082 7773 4.6 11.6
3082 8242 5.2 9.4
3082 8245 5.2 10
3082 8252 5.2 11.4
3082 8254 5.2 11.8
3082 8421 5.4 13.2
3082 8571 5.6 11.2
3082 9058 6.2 12.6
3083 7931 4.8 11.2
3083 8245 5.2 10
3083 8254 5.2 11.8
3083 8256 5.2 12.2
3083 8421 5.4 13.2
3083 8891 6 11.2
3083 8896 6 12.2
3085 7771 4.6 11.2
3085 7774 4.6 11.8
3085 8245 5.2 10
3085 8254 5.2 11.8
3085 8408 5.4 10.6
3085 8421 5.4 13.2
3085 8732 5.8 11.4
3085 8896 6 12.2
3086 7774 4.6 11.8
3086 8091 5 11.2
3086 8254 5.2 11.8
3086 8403 5.4 9.6
3086 8408 5.4 10.6
3086 8419 5.4 12.8
3086 8423 5.4 13.6
3086 8892 6 11.4
3089 7772 4.6 11.4
3089 8246 5.2 10.2
3089 8408 5.4 10.6
3089 8419 5.4 12.8
3089 8423 5.4 13.6
3089 8733 5.8 11.6
3089 9381 6.6 13.2
3091 8096 5 12.2
3091 8405 5.4 10
3091 8408 5.4 10.6
3091 8423 5.4 13.6
3091 8893 6 11.6
3094 7936 4.8 12.2
3094 8257 5.2 12.4
3094 8406 5.4 10.2
3094 8419 5.4 12.8
3094 8423 5.4 13.6
3094 8894 6 11.8
3096 7774 4.6 11.8
3096 7937 4.8 12.4
3096 8408 5.4 10.6
3096 8419 5.4 12.8
3096 8585 5.6 14
3096 8896 6 12.2
3096 9222 6.4 13.4
3099 7935 4.8 12
3099 7938 4.8 12.6
3099 8419 5.4 12.8
3099 8568 5.6 10.6
3099 8585 5.6 14
3099 8732 5.8 11.4
3099 9056 6.2 12.2
3099 9222 6.4 13.4
3100 7935 4.8 12
3100 8419 5.4 12.8
3100 8568 5.6 10.6
3100 8585 5.6 14
3100 8732 5.8 11.4
3100 8896 6 12.2
3102 7936 4.8 12.2
3102 8419 5.4 12.8
3102 8571 5.6 11.2
3102 8738 5.8 12.6
3102 8747 5.8 14.4
3102 9223 6.4 13.6
3104 7936 4.8 12.2
3104 7939 4.8 12.8
3104 8420 5.4 13
3104 8570 5.6 11
3104 8586 5.6 14.2
3104 8739 5.8 12.8
3104 8750 5.8 15
3105 8420 5.4 13
3105 8571 5.6 11.2
3105 8586 5.6 14.2
3105 8750 5.8 15
3107 7940 4.8 13
3107 8420 5.4 13
3107 8586 5.6 14.2
3107 8733 5.8 11.6
3107 8741 5.8 13.2
3107 8751 5.8 15.2
3107 9223 6.4 13.6
3109 7940 4.8 13
3109 8097 5 12.4
3109 8733 5.8 11.6
3109 8741 5.8 13.2
3109 8751 5.8 15.2
3109 9060 6.2 13
3109 9547 6.8 14.4
3110 7940 4.8 13
3110 8420 5.4 13
3110 8422 5.4 13.4
3110 8733 5.8 11.6
3110 8741 5.8 13.2
3110 8750 5.8 15
3110 9060 6.2 13
3110 9547 6.8 14.4
3112 8258 5.2 12.6
3112 8422 5.4 13.4
3112 8734 5.8 11.8
3112 8742 5.8 13.4
3112 8750 5.8 15
3112 9061 6.2 13.2
3112 9547 6.8 14.4
3114 8099 5 12.8
3114 8102 5 13.4
3114 8423 5.4 13.6
3114 8734 5.8 11.8
3114 8742 5.8 13.4
3114 8750 5.8 15
3114 9221 6.4 13.2
3115 8099 5 12.8
3115 8423 5.4 13.6
3115 8734 5.8 11.8
3115 8742 5.8 13.4
3115 9074 6.2 15.8
3115 9221 6.4 13.2
3117 8420 5.4 13
3117 8584 5.6 13.8
3117 8736 5.8 12.2
3117 8908 6 14.6
3117 9072 6.2 15.4
3117 9222 6.4 13.4
3118 8101 5 13.2
3118 8423 5.4 13.6
3118 8747 5.8 14.4
3118 8896 6 12.2
3118 9064 6.2 13.8
3118 9072 6.2 15.4
3121 8104 5 13.8
3121 8423 5.4 13.6
3121 8897 6 12.4
3121 8912 6 15.4
3121 9064 6.2 13.8
3121 9388 6.6 14.6
3122 8423 5.4 13.6
3122 8586 5.6 14.2
3122 9058 6.2 12.6
3122 9064 6.2 13.8
3122 9072 6.2 15.4
3122 9388 6.6 14.6
3123 7940 4.8 13
3123 8423 5.4 13.6
3123 8586 5.6 14.2
3123 9058 6.2 12.6
3123 9064 6.2 13.8
3123 9072 6.2 15.4
3123 9388 6.6 14.6
3125 8105 5 14
3125 8423 5.4 13.6
3125 8586 5.6 14.2
3125 9058 6.2 12.6
3125 9065 6.2 14
3125 9072 6.2 15.4
3125 9388 6.6 14.6
3127 8105 5 14
3127 8422 5.4 13.4
3127 8586 5.6 14.2
3127 8900 6 13
3127 8908 6 14.6
3127 9066 6.2 14.2
3127 9072 6.2 15.4
3129 4285 0.2 18
3129 8105 5 14
3129 8261 5.2 13.2
3129 8586 5.6 14.2
3129 8897 6 12.4
3129 8912 6 15.4
3129 9061 6.2 13.2
3129 9064 6.2 13.8
3130 8105 5 14
3130 8261 5.2 13.2
3130 8588 5.6 14.6
3130 8897 6 12.4
3130 8912 6 15.4
3130 9386 6.6 14.2
3131 8103 5 13.6
3131 8583 5.6 13.6
3131 8588 5.6 14.6
3131 8897 6 12.4
3131 8912 6 15.4
3131 9069 6.2 14.8
3131 9386 6.6 14.2
3132 1351 -3.4 7.2
3132 8103 5 13.6
3132 8588 5.6 14.6
3132 8897 6 12.4
3132 8912 6 15.4
3132 9061 6.2 13.2
3132 9069 6.2 14.8
3132 9386 6.6 14.2
3135 8103 5 13.6
3135 8588 5.6 14.6
3135 8912 6 15.4
3135 9064 6.2 13.8
3138 8588 5.6 14.6
3138 8912 6 15.4
3138 9064 6.2 13.8
3139 8268 5.2 14.6
3139 8425 5.4 14
3139 8912 6 15.4
3139 9064 6.2 13.8
3139 9388 6.6 14.6
3140 8108 5 14.6
3140 8912 6 15.4
3140 9064 6.2 13.8
3140 9388 6.6 14.6
3141 8425 5.4 14
3141 8912 6 15.4
3141 9388 6.6 14.6
3142 8427 5.4 14.4
3142 8912 6 15.4
3142 9064 6.2 13.8
3142 9388 6.6 14.6
3144 8426 5.4 14.2
3144 8428 5.4 14.6
3144 8912 6 15.4
3144 9064 6.2 13.8
3144 9388 6.6 14.6
3145 8428 5.4 14.6
3145 8912 6 15.4
3145 9064 6.2 13.8
3145 9388 6.6 14.6
3145 9391 6.6 15.2
3147 8428 5.4 14.6
3147 8912 6 15.4
3147 9064 6.2 13.8
3147 9388 6.6 14.6
3147 9391 6.6 15.2
3150 8425 5.4 14
3150 8588 5.6 14.6
3150 8912 6 15.4
3150 9548 6.8 14.6
3152 8425 5.4 14
3152 8427 5.4 14.4
3152 8912 6 15.4
3152 9063 6.2 13.6
3152 9548 6.8 14.6
3155 8425 5.4 14
3155 8588 5.6 14.6
3155 8912 6 15.4
3155 9385 6.6 14
3155 9552 6.8 15.4
3155 9868 7.2 14.6
3156 8425 5.4 14
3156 8589 5.6 14.8
3156 9072 6.2 15.4
3156 9223 6.4 13.6
3156 9552 6.8 15.4
3156 9868 7.2 14.6
3158 8425 5.4 14
3158 9072 6.2 15.4
3158 9230 6.4 15
3158 9383 6.6 13.6
3158 9868 7.2 14.6
3159 8425 5.4 14
3159 8588 5.6 14.6
3159 9230 6.4 15
3159 9232 6.4 15.4
3159 9383 6.6 13.6
3159 9868 7.2 14.6
3162 8588 5.6 14.6
3162 9230 6.4 15
3162 9383 6.6 13.6
3162 9552 6.8 15.4
3162 9869 7.2 14.8
3164 8746 5.8 14.2
3164 9071 6.2 15.2
3164 9545 6.8 14
3164 9708 7 14.6
3164 10035 7.4 16
3164 10349 7.8 14.8
3166 8747 5.8 14.4
3166 9231 6.4 15.2
3166 9394 6.6 15.8
3166 9544 6.8 13.8
3166 10035 7.4 16
3166 10349 7.8 14.8
3167 8747 5.8 14.4
3167 9070 6.2 15
3167 9545 6.8 14
3167 9554 6.8 15.8
3167 9708 7 14.6
3167 10349 7.8 14.8
3168 8745 5.8 14
3168 9070 6.2 15
3168 9392 6.6 15.4
3168 9706 7 14.2
3168 10194 7.6 15.8
3168 10669 8.2 14.8
3171 8908 6 14.6
3171 9391 6.6 15.2
3171 9704 7 13.8
3171 9867 7.2 14.4
3171 10355 7.8 16
3171 10669 8.2 14.8
3172 8908 6 14.6
3172 9552 6.8 15.4
3172 9704 7 13.8
3172 9869 7.2 14.8
3172 10515 8 16
3172 10999 8.6 16.8
3174 9069 6.2 14.8
3174 9704 7 13.8
3174 9713 7 15.6
3174 9867 7.2 14.4
3174 9869 7.2 14.8
3174 10516 8 16.2
3175 9069 6.2 14.8
3175 9714 7 15.8
3175 9864 7.2 13.8
3175 10189 7.6 14.8
3175 10516 8 16.2
3176 9069 6.2 14.8
3176 9713 7 15.6
3176 9865 7.2 14
3176 10192 7.6 15.4
3176 10516 8 16.2
3176 10669 8.2 14.8
3177 9230 6.4 15
3177 9865 7.2 14
3177 10188 7.6 14.6
3177 10516 8 16.2
3177 10989 8.6 14.8
3179 9386 6.6 14.2
3179 9711 7 15.2
3179 9865 7.2 14
3179 10188 7.6 14.6
3179 10989 8.6 14.8
3179 10997 8.6 16.4
3180 9386 6.6 14.2
3180 9711 7 15.2
3180 10025 7.4 14
3180 10188 7.6 14.6
3180 10355 7.8 16
3180 10989 8.6 14.8
3180 10997 8.6 16.4
3183 9387 6.6 14.4
3183 9711 7 15.2
3183 10185 7.6 14
3183 10194 7.6 15.8
3183 10509 8 14.8
3183 11149 8.8 14.8
3186 10033 7.4 15.6
3186 10185 7.6 14
3186 10509 8 14.8
3186 11156 8.8 16.2
3187 9548 6.8 14.6
3187 10032 7.4 15.4
3187 10506 8 14.2
3187 10509 8 14.8
3187 11309 9 14.8
3187 11317 9 16.4
3191 1351 -3.4 7.2
3191 9548 6.8 14.6
3191 9706 7 14.2
3191 10192 7.6 15.4
3191 10506 8 14.2
3191 10828 8.4 14.6
3191 11317 9 16.4
3192 9548 6.8 14.6
3192 10192 7.6 15.4
3192 10665 8.2 14
3192 10830 8.4 15
3192 11309 9 14.8
3193 9548 6.8 14.6
3193 10188 7.6 14.6
3193 10512 8 15.4
3193 10664 8.2 13.8
3193 11309 9 14.8
3194 9708 7 14.6
3194 10352 7.8 15.4
3194 10664 8.2 13.8
3194 10828 8.4 14.6
3194 10830 8.4 15
3194 11309 9 14.8
3197 9869 7.2 14.8
3197 10509 8 14.8
3197 10824 8.4 13.8
3197 10994 8.6 15.8
3198 9869 7.2 14.8
3198 10509 8 14.8
3198 10512 8 15.4
3198 10824 8.4 13.8
3198 10994 8.6 15.8
3198 11627 9.4 14.4
3199 9868 7.2 14.6
3199 10511 8 15.2
3199 10663 8.2 13.6
3199 10990 8.6 15
3199 10994 8.6 15.8
3199 11627 9.4 14.4
3201 1497 -3.2 4.4
3201 1503 -3.2 5.6
3201 1512 -3.2 7.4
3201 10669 8.2 14.8
3201 10832 8.4 15.4
3201 11144 8.8 13.8
3202 9868 7.2 14.6
3202 10671 8.2 15.2
3202 11144 8.8 13.8
3202 11788 9.6 14.6
3202 11795 9.6 16
3205 10188 7.6 14.6
3205 10991 8.6 15.2
3205 11143 8.8 13.6
3205 11147 8.8 14.4
3205 11788 9.6 14.6
3206 10188 7.6 14.6
3206 10827 8.4 14.4
3206 10991 8.6 15.2
3206 11143 8.8 13.6
3206 11788 9.6 14.6
3207 10669 8.2 14.8
3207 10990 8.6 15
3207 11143 8.8 13.6
3207 11147 8.8 14.4
3207 11626 9.4 14.2
3207 11793 9.6 15.6
3209 10184 7.6 13.8
3209 10668 8.2 14.6
3209 10991 8.6 15.2
3209 11141 8.8 13.2
3209 11626 9.4 14.2
3211 10506 8 14.2
3211 10990 8.6 15
3211 11141 8.8 13.2
3211 11946 9.8 14.2
3212 10506 8 14.2
3212 10990 8.6 15
3212 11141 8.8 13.2
3214 10507 8 14.4
3214 10986 8.6 14.2
3214 10990 8.6 15
3214 11306 9 14.2
3214 11622 9.4 13.4
3214 11946 9.8 14.2
